CSLUG,CTITLE,SLUG,TITLE,SUBTITLE,SUPPLIER,DEFAULT_PRICE,IS_FG,MIN,MAX
DA,Board,DA0250,"ไม้ HDF4mm-ฟิล์ม MYKA#TGS-005K 1หน้า 1200x3000mm (4""x10"")",, บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด ,70.00,0,,
DA,Board,DA0251,"ไม้ HMR12mm-ฟิล์ม MYKA#TGS-005K 2หน้า 1200x2400mm (4""x8"")",, บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด ,110.00,0,,
DA,Board,DA0252,"ไม้ HMR15mm-ฟิล์ม MYKA#TGS-005K 1หน้า 1200x2400mm (4""x8"")",, บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด ,62.00,0,,
DA,Board,DA0253,"ไม้ HMR15mm-ฟิล์ม MYKA#TGS-005K 2หน้า 1200x2400mm (4""x8"")",, บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด ,50.00,0,,
DA,Board,DA0254,"ไม้ HMR18mm-ฟิล์ม MYKA#TGS-005K 1หน้า 1200x2400mm (4""x8"")",, บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด ,66.00,0,,
DA,Board,DA0255,"ไม้ HMR18mm-ฟิล์ม MYKA#TGS-005K 2หน้า 1200x2400mm (4""x8"")",, บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด ,115.00,0,,
DA,Board,DA0256,"ไม้ HDF4mm-ฟิล์ม MYKA#TIN-005K 1หน้า 1200x3000mm (4""x10"")",, บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด ,110.00,0,,
DA,Board,DA0257,"ไม้ HMR18mm-ฟิล์ม MYKA#TIN-005K 2หน้า 1200x2400mm (4""x8"")",, บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด ,115.00,0,,
DA,Board,DA0258,"ไม้ HMR6mm ปิดผิววีเนียร์ Vnr.Recomposed FW-1111 2หน้า 1200x2400mm (4""x8"") A/A",,,1630.00,0,,
DA,Board,DA0259,"ไม้ HMR12mm ปิดผิววีเนียร์ Vnr.Recomposed FW-1111 2หน้า 1200x2400mm (4""x8"") A/A",,,1810.00,0,,
DA,Board,DA0260,"ไม้ HMR18mm ปิดผิววีเนียร์ Vnr.Recomposed FW-1111 1หน้า 1200x2400mm (4""x8"") A ",,,1405.00,0,,
DA,Board,DA0261,"ไม้ HMR18mm ปิดผิววีเนียร์ Vnr.Recomposed FW-1111 2หน้า 1200x2400mm (4""x8"") A/A",,,2040.00,0,,
DA,Board,DA0262,"ไม้อัดยาง PW4mm ปิดผิววีเนียร์ A Vnr.FW-1111 1200x2400mm (4""x8"")",,,625.00,0,,
DA,Board,DA0263,"ไม้อัดยาง PW4mm ปิดผิววีเนียร์ A Vnr.FW-1111ต่อ Finger joint 1220x3050mm (4""x10"")",,,2520.00,0,,
DA,Board,DA0264,"ไม้อัดยาง PW4mm ปิดผิววีเนียร์ A Vnr.FW-1134 ต่อ Finger joint 1220x3000mm (4""x10"")",,,2520.00,0,,
DA,Board,DA0265,"ไม้อัดยาง PW6mm ปิดผิววีเนียร์ A Vnr.Reccomposed FW-1134 1200x2400mm (4""x8"") A",,,975.00,0,,
DA,Board,DA0266,"ไม้อัดยาง PW10mm ปิดผิววีเนียร์ A Vnr.Reccomposed FW-1134 1200x2400mm (4""x8"") A",,,1365.00,0,,
DA,Board,DA0267,"ไม้อัดยาง PW4mm-ปิดผิววีเนียร์ FW-1111 เยื่อบาง 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0268,"ไม้อัดยาง PW4mm-ปิดผิววีเนียร์ FW-1111 เยื่อบางต่อFinger Joint 1200x3000mm (4""x10"")",,,2550.00,0,,
DA,Board,DA0269,"ไม้อัดยาง PW4mm-ปิดผิววีเนียร์ A Vnr.Reccomposed FW-1134 4x1200x2400mm (4""x8"") A",,,775.00,0,,
DA,Board,DA0270,"ไม้อัดยางดัดโค้ง PW4mm-เปลือย -1200x2400mm (4""x8"")",,,489.95,0,,
DA,Board,DA0271,"ไม้อัดยางดัดโค้ง PW4mm-ลายไม้สักขวาง 1หน้า 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0272,"ไม้อัดยางดัดโค้ง PW6mm-เปลือยลายตรง - 1200x2400mm (4""x8"") ",,,,0,,
DA,Board,DA0273,"ไม้อัดยางดัดโค้ง PW6mm-เปลือยลายขวาง - 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0274,"ไม้อัดยางดัดโค้ง PW10mm-เปลือยลายขวาง 1200x2400mm (4""x8"") ",,,,0,,
DA,Board,DA0275,"ไม้อัดยางพารางประสาน12mm-เปลือย-1200x2400mm (4""x8"") บัทจอยท์CC",,,850.00,0,,
DA,Board,DA0276,"ไม้ HMR18mm-เมลามีน ES4006-11 2หน้า 1200x2400mm (4""x8"")",,บริษัท อีเอส คอนเซปท์ จำกัด,,0,,
DA,Board,DA0277,"ไม้ HDF4mm-ฟิล์ม Import#67-104 1หน้า 1200x2400mm (4""x9.3"")",,,57.00,0,,
DA,Board,DA0278,"ไม้ HDF4mm-ฟิล์ม SLT#SOIF SG165 1หน้า 1220x1880mm (4""x6"")",,,57.00,0,,
DA,Board,DA0279,"ไม้ HDF4mm-ฟิล์ม SLT#SOIF SG165 1หน้า 1200x2650mm (4""x8.8"")",,,60.00,0,,
DA,Board,DA0280,"ไม้ HDF4mm-ฟิล์ม SLT#SOIF SG165 1หน้า 1200x2700mm (4""x9"")",,,65.00,0,,
DA,Board,DA0281,"ไม้ HDF4mm-ฟิล์ม SLT#SOIF SG165 1หน้า 1200x2800mm (4""x9.3"")",,,65.00,0,,
DA,Board,DA0282,"ไม้ HMR12mm-ฟิล์ม SLT#SOIF SG165 1หน้า 1200x2400mm (4""x8"")",,,62.00,0,,
DA,Board,DA0283,"ไม้ HMR12mm-ฟิล์ม SLT#SOIF SG165 1หน้า 1200x2650mm (4""x8.8"")",,,62.00,0,,
DA,Board,DA0284,"ไม้ HMR15mm-ฟิล์ม SLT#SOIF SG165 1หน้า 1200x2400mm (4""x8"")",,,62.00,0,,
DA,Board,DA0285,"ไม้ HMR15mm-ฟิล์ม SLT#SOIF SG165 2หน้า 1200x2400mm (4""x8"")",,,110.00,0,,
DA,Board,DA0286,"ไม้ HMR12mm-ฟิล์ม SLT#SOIF MG3075 2หน้า 1200x2400mm (4""x8"")",,,110.00,0,,
DA,Board,DA0287,"ไม้ HMR15mm-ฟิล์ม SLT#SOIF MG3075 1หน้า 1200x2400mm (4""x8"")",,,62.00,0,,
DA,Board,DA0288,"ไม้ HMR15mm-ฟิล์ม SLT#SOIF MG3075 2หน้า 1200x2400mm (4""x8"")",,,110.00,0,,
DA,Board,DA0289,"ไม้ HDF4mm-ฟิล์ม SLT#MYKA TIN-014K 1หน้า 1200x3000mm (4""x10"")",,,70.00,0,,
DA,Board,DA0290,"ไม้ HMR12mm-ฟิล์ม SLT#MYKA TIN-014K 2หน้า 1200x2400mm (4""x8"")",,,105.00,0,,
DA,Board,DA0291,"ไม้ HMR18mm-ฟิล์ม SLT#MYKA TIN-014K 1หน้า 1200x2400mm (4""x8"")",,,55.00,0,,
DA,Board,DA0292,"ไม้ HMR18mm-ฟิล์ม SLT#MYKA TIN-014K 2หน้า 1200x2400mm (4""x8"")",,,110.00,0,,
DA,Board,DA0293,"ไม้ HMR12mm-ฟิล์ม SLT#MYKA TIN-007K 2หน้า 1200x2400mm (4""x8"")",,,110.00,0,,
DA,Board,DA0294,"ไม้ HMR18mm-ฟิล์ม SLT#MYKA TIN-007K 2หน้า 1200x2400mm (4""x8"")",,,115.00,0,,
DA,Board,DA0295,"ไม้ HDF4mm-ฟิล์ม SLT#MYKA TIN-009K 1หน้า 1200x2400 (4""x8"")",,ควอลิตี้ลามิเนเตอร์ จำกัด,57.00,0,,
DA,Board,DA0296,"ไม้ HMR18mm-ฟิล์ม SLT#MYKA TIN-009K 2หน้า 1200x2400 (4""x8"")",,ควอลิตี้ลามิเนเตอร์ จำกัด,110.00,0,,
DA,Board,DA0297,"ไม้ HMR6mm-ฟิล์ม SLT#MYKA TIN-028K 1หน้า 1200x2400 (4""x8"")",,,57.00,0,,
DA,Board,DA0298,"ไม้ HDF4mm-ฟิล์ม SLT#MYKA TIN-006K 2หน้า 1200x2400mm (4""x8"")",,,57.00,0,,
DA,Board,DA0299,"ไม้ HDF4mm-ฟิล์ม SLT#MYKA TIN-006K 2หน้า 1200x2600mm (4""x8.6"")",,,65.00,0,,
DA,Board,DA0300,"ไม้ HMR12mm-ฟิล์ม SLT#MYKA TIN-006K 2หน้า 1200x2400mm (4""x8"")",,,110.00,0,,
DA,Board,DA0301,"ไม้ HMR18mm-ฟิล์ม SLT#MYKA TIN-006K 2หน้า 1200x2400mm (4""x8"")",,,115.00,0,,
DA,Board,DA0302,"ไม้ HMR15mm-ฟิล์ม SLT#SOIF RS616 2หน้า 1200x2400mm (4""x8"")",,,100.00,0,,
DA,Board,DA0303,"ไม้ HDF4mm-ฟิล์ม SLT#MYKATGS-003K 1หน้า 1200x2800mm (4""x9.3"")",,,65.00,0,,
DA,Board,DA0304,"ไม้ ASH 4/4 25mm-สีไม้ธรรมชาติ 1200x3050mm. (4""x10"")",,,160.00,0,,
DA,Board,DA0305,"ไม้ ASH 6/4 38mm-สีไม้ธรรมชาติ 203.2x2400mm. (0.6""x8"")",,,86.00,0,,
DA,Board,DA0306,"ไม้ ASH 6/4 38mm-สีไม้ธรรมชาติ 203.2x3050mm. (0.6""x10"")",,,180.00,0,,
DA,Board,DA0307,"ไม้ ASH 6/4 38mm-สีไม้ธรรมชาติ 228.6x3050mm. (0.7""x10"")",,,180.00,0,,
DA,Board,DA0308,ไม้ ASH แปรรูป 38mm - 254x3000mm.,,,1927.08,0,,
DA,Board,DA0309,ไม้ ASH แปรรูป 38mm - 280x3000mm.,,,2119.79,0,,
DA,Board,DA0310,ไม้ ASH แปรรูป 38mm - 305x3000mm.,,,2312.50,0,,
DA,Board,DA0311,"ไม้ HDF4mm-เปลือย - - 1200x2000mm (4""x7"")",,,,0,,
DA,Board,DA0312,"ไม้ HDF4mm-เปลือย - - 1200x3000mm (4""x10"")",,,,0,,
DA,Board,DA0313,"ไม้ HMR15mm-เปลือย - - 1200x2400mm (4""x8"")  V313",,,630.84,0,,
DA,Board,DA0314,"ไม้ HMR18mm-เปลือย - - 1200x2400mm (4""x8"") MR1",,,,0,,
DA,Board,DA0315,"ไม้ HMR6mm-เปลือย - - 1020x3000mm (3.4""x10"")",,,210.28,0,,
DA,Board,DA0316,"ไม้ HDF4mm-เปลือย - - 815x2440mm (4""x8"")",,,,0,,
DA,Board,DA0317,"ไม้สนนิวซีแลนด์20mm-เปลือย-1200x2740mm (4""x8"")",,,,0,,
DA,Board,DA0318,"ไม้โอ๊คท่อน 30mm-เปลือย สีไม้ธรรมชาติ  - 175x3080mm (0.5""x10"")",,,1263.86,0,,
DA,Board,DA0319,"ไม้ปาติเกิลบอร์ด PB25mm-เปลือย - - 1200x2400mm (4""x8"")",,,429.91,0,,
DA,Board,DA0320,"ไม้อัดโอ๊ค-PW4mm-เปลือย 1200x2400mm. (4""x8"")",,,470.00,0,,
DA,Board,DA0321,"ไม้คิ้ว 1"" เปลือย 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0322,ไม้จริง 4/425mm-- WHITE OAK - 25x152x3050mm.,,,1041.00,0,,
DA,Board,DA0323,"ไม้ยางแท้ 1.5""x3x3M",,,,0,,
DA,Board,DA0324,"ไม้ HMR12mm-ปิดผิวลามิเนต PP-3737-UN 1หน้า 1200x2400mm. (4""x8"")",,,,0,,
DA,Board,DA0325,"ไม้ HMR18mm-ปิดผิววีเนียร์ PP-3737-UN 1หน้า 1200x2400mm. (4""x8"")",,,,0,,
DA,Board,DA0326,"ไม้ HDF4mm-ปิดผิววีเนียร์ OAK 2หน้า 1200x2800 (4""x9.3"")",,,,0,,
DA,Board,DA0327,"ไม้ HMR12mm-ปิดผิววีเนียร์ OAK 2หน้า 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0328,"ไม้ HMR18mm-ปิดผิววีเนียร์ OAK 1หน้า 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0329,"ไม้ MDF6mm-ปิดผิววีเนียร์ OAK 1หน้า 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0330,"ไม้ MDF12mm ปิดผิววีเนียร์ OAK 1หน้า 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0331,"ไม้ MDF12mm-ปิดผิววีเนียร์ OAK 1หน้า 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0332,"ไม้ MDF19mm-ปิดผิววีเนียร์ OAK 1หน้า 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0333,"ไม้ MDF20mm-ปิดผิววีเนียร์ OAK 1หน้า 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0334,"ไม้ MDF25mm-ปิดผิววีเนียร์ OAK 1หน้า 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0335,"ไม้อัด PW4mm-ปิดผิววีเนียร์ OAK 1หน้า 2400x1200mm.(4""x8"") VLN13C (ลายขวาง)",,,4700.00,0,,
DA,Board,DA0336,"ไม้อัด PW4mm-ปิดผิววีเนียร์ OAK VLN13C 1หน้า 1220x3050mm. (4""x10"") (ลายขวาง)",,,6700.00,0,,
DA,Board,DA0337,"ไม้อัด PW4mm-ปิดผิววีเนียร์ OAK VLN13C (ลายตรง) 1หน้า 1200x2400mm. (4""x8"") ",,,4700.00,0,,
DA,Board,DA0338,"ไม้อัด PW4mm-ปิดผิววีเนียร์ OAK VLN13C (ลายตรง) 1หน้า 1220x3050mm. (4""x10"") VLN13C",,,6700.00,0,,
DA,Board,DA0339,"ไม้อัดยาง PW4mm-ปิดผิววีเนียร์ White Oak ลายภูเขา 1หน้า 1220x3300mm. (4""x11"")",,,7476.64,0,,
DA,Board,DA0340,"ไม้อัดยาง PW4mm-ปิดผิววีเนียร์ White Oak ลายภูเขา A VNr.F-04 (เยื่อบาง) 1200x2400mm. (4""x8"")",,,620.00,0,,
DA,Board,DA0341,"ไม้อัดยาง PW6mm-ปิดผิววีเนียร์ WhiteOak ลายภูเขา (เยื่อหนา) 1200x2400mm (4""x8"")",,,1350.00,0,,
DA,Board,DA0342,"ไม้อัดยาง PW4mm ปิดผิววีเนียร์ ลายไม้สัก 1ด้าน 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0343,"ไม้อัด ไวท์โอ๊ค-PW3mm-ผิว WhiteOak 1200x2400mm. (4""x8"")",,เมโทร พาเนล จำกัด ,3000.00,0,,
DA,Board,DA0344,"ไม้อัด ไวท์โอ๊ค-PW4mm-ผิว WhiteOak 1200x2400mm. (4""x8"")",,,,0,,
DA,Board,DA0345,"ไม้ HDF4mm ฟิล์ม SLT#MYKA TGS-028K 1หน้า 1200x2400 (4""x8"")",,,,0,,
DA,Board,DA0346,"ไม้ HDF4mm-ฟิล์ม SLT#MYKA TIN-006K 1หน้า 1200x2400mm (4""x8"")",241106-004,ควอลิตี้ลามิเนเตอร์ จำกัด,57.00,0,,
DA,Board,DA0347,"ไม้ HDF4mm-ฟิล์ม SLT#MYKA TIN-006K 1หน้า 1200x2600mm (4""x8.6"")",,,,0,,
DA,Board,DA0348,"ไม้ HDF4mm-ฟิล์ม SLT#MYKA TIN-008K 1หน้า 1200x1800mm (4""x6"")",,,,0,,
DA,Board,DA0349,"ไม้ HMR 12mm ฟิล์ม SLT#SOIF SG-1146 2หน้า 1200x2400mm (4""x8"")",,,110.00,0,,
DA,Board,DA0350,"ไม้ HMR 15mm ฟิล์ม SLT#SOIF SG-1146 2หน้า 1200x2400mm (4""x8"")",,,110.00,0,,
DA,Board,DA0351,"ไม้ HMR 18mm ฟิล์ม SLT#MYKA TIN-021K 2หน้า 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0352,"ไม้ HMR 18mm ฟิล์ม SLT#MYKA TIN-905K 2หน้า 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0353,"ไม้ HMR12mm ฟิล์ม SLT#MYKATGS-004K 2หน้า 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0354,"ไม้ HMR18mm ฟิล์ม SLT#MYKA TIN-015K 1หน้า 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0355,"ไม้ HMR18mm-ฟิล์ม SLT#MYKA TIN-910K 1หน้า 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0356,"ไม้ HMR18mm-ฟิล์ม SLT#MYKA TIN-910K 2 หน้า 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0357,"ไม้ HMR30mm ฟิล์ม SLT#MYKATGS-001K 1หน้า 1200x2400mm (4""x8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,,0,,
DA,Board,DA0358,"ไม้HMR12mm+HDF4mm ฟิล์ม SLT#MYKA-TGS-001K  1หน้า 1200x2600mm (4""x8.6"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,,0,,
DA,Board,DA0359,"ไม้HMR12mm+HDF4mm ฟิล์ม SLT#MYKA-TGS-003K  1หน้า 1200x2800mm (4""x9.3"")",,,,0,,
DA,Board,DA0360,"ไม้HMR12mm+HDF4mm ฟิล์ม SLT#MYKATGS-010K  1หน้า 1200x2800mm (4""x9.3"")",,,,0,,
DA,Board,DA0361,"ไม้HMR12mm+HDF4mm ฟิล์ม SLT#MYKA TIN-011K  1หน้า 1200x2600mm (4""x8.6"")",,,,0,,
DA,Board,DA0362,"ไม้HMR12mm+HDF4mm ฟิล์ม SLT#MYKA TIN-011K 1หน้า 1200x2700mm (4""x9"")",,,,0,,
DA,Board,DA0363,"ไม้HMR15mm+HDF4mm ฟิล์ม SLT#MYKA TGS-003K  2หน้า 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0364,ไม้ HMR 15mm ฟิล์ม-น้ำเงิน 2หน้า 1200x2400mm,,,,0,,
DA,Board,DA0365,"แผ่นPlaswood20mm-ปิดผิวลามิเนต HPL H-PW200P1105 White 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0366,"ไม้ HMR12mm-ปิดผิวลามิเนต HPL SCA1136DA 1หน้า 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0367,"ไม้ MDF12mm-ปิดผิวลามิเนต HPL H-PW200P1105 White 2หน้า 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0368,"ไม้ MDF15mm-ปิดผิวลามิเนต HPL H-PW200P1105 White 2หน้า 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0369,"ไม้ MDF19mm-ปิดผิวลามิเนต HPL H-PW200P1105 White 2หน้า 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0370,"ไม้ MDF20mm-ปิดผิวลามิเนต GT-21-501 2หน้า 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0371,"ไม้ MDF25mm-ปิดผิวลามิเนต GT-21-501 2หน้า 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0372,"ไม้ MDF9mm-ปิดผิวลามิเนต GT-21-501 2หน้า 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0373,"ไม้ HMR12mm-ปิดผิวลามิเนต HPL-DXO5337D 1หน้า 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0374,"ไม้ HMR18mm-เมลามีน MKW101-02 1หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,,0,,
DA,Board,DA0375,"ไม้ MDF25mm-เมลามีน MKW101-04 1หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,,0,,
DA,Board,DA0376,"ไม้อัดยาง PWB12mm-เมลามีน MKW101-09 2หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,,0,,
DA,Board,DA0377,"ไม้ HMR15mm-เมลามีน MKW2291-09 2หน้า 1200x2400mm (4""x8"") ",, บริษัท เอ็มเค วู้ดเทค จำกัด ,,0,,
DA,Board,DA0378,"ไม้ HMR18mm-เมลามีน MKW2291-09 2หน้า 1200x2400mm (4""x8"") ",, บริษัท เอ็มเค วู้ดเทค จำกัด ,,0,,
DA,Board,DA0379,"ไม้ HMR15mm-เมลามีน MKW3258-15 2หน้า 1200x2400mm (4""x8"") Matt-Supergloss Gray",, บริษัท เอ็มเค วู้ดเทค จำกัด ,,0,,
DA,Board,DA0380,"ไม้ HMR36mm-เมลามีน MKW3258-09 1หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,,0,,
DA,Board,DA0381,"ไม้ HMR4mm-เมลามีน MKW3258-09 2หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,,0,,
DA,Board,DA0382,"ไม้ MDF15mm-เมลามีน MKW3258-09 2หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,,0,,
DA,Board,DA0383,"ไม้ MDF19mm-เมลามีน MKW3258-09 1หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,,0,,
DA,Board,DA0384,"ไม้ HMR18mm-เมลามีน MKW218 2หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,,0,,
DA,Board,DA0385,"ไม้ HMR9mm-เมลามีน MKW218 2หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,,0,,
DA,Board,DA0386,"ไม้ HMR18mm-เมลามีน MKW3325 2หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,1120.00,0,,
DA,Board,DA0387,"ไม้ MDF19mm-เมลามีน MKW3325 2หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,830.00,0,,
DA,Board,DA0388,"ไม้ HMR18mm-เมลามีน MKW-5771-11 2หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,1310.00,0,,
DA,Board,DA0389,"ไม้ MDF19mm-เมลามีน MKW3309-06 1หน้า 1200x2400 (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,850.00,0,,
DA,Board,DA0390,"ไม้ MDF19mm-เมลามีน MKW400-02 2หน้า 1200x2400mm (4""x8"") BLACK",, บริษัท เอ็มเค วู้ดเทค จำกัด ,,0,,
DA,Board,DA0391,"ไม้MDF19mm-เมลามีน สีฟ้า 2หน้า 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0392,"ไม้ HMR12mm-เมลามีน ลายไม้-น้ำตาลอ่อน 2หน้า 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0393,"ไม้ HMR18mm-เมลามีน ลายไม้-เทา 2หน้า 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0394,"แผ่นคอมแพค 6mm สีดำ 1200x2400mm (4""x8"")",,,,0,,
DA,Board,DA0395,"ไม้ HMR25mm-เมลามีน MKW101-09 1หน้า 1200x2400mm (4""x8"")",,เอ็มเค วู้ดเทค จำกัด,1140.00,0,,
DA,Board,DA0396,"แผ่นPlaswood Plus 4.5mm-เปลือย1200x2400mm (4""x8"")",,  -   ,  -   ,0,,
DA,Board,DA0397,"ไม้ HDF4mm-ฟิล์ม SLT#MYKA TIN-009K 1หน้า 1200x1500 (4""x5"")",,ควอลิตี้ลามิเนเตอร์ จำกัด,55.00,0,,
DA,Board,DA0398,"ไม้ HMR12mm-ปิดผิวลามิเนต LSX AS-14139 CS99 -0.8mm 1หน้า 1200x2400mm (4""x8"")",,กลับจากหน้างาน,  -   ,0,,
DA,Board,DA0399,"ไม้อัด ไวท์โอ๊ค-PW3mm-ปิดผิว WhiteOak 1200x3000mm. (4""x10"")",, บริษัท เมโทร พาเนล จำกัด ,,0,,
DA,Board,DA0400,"ไม้ HMR12mm-เมลามีน MKW1169-06 2หน้า 1200x2400mm (4""x8"")",,เอ็มเค วู้ดเทค จำกัด,905.00,0,,
DA,Board,DA0401,"ไม้ HMR15mm-เมลามีน MKW1169-06 2หน้า 1200x2400mm (4""x8"")",,เอ็มเค วู้ดเทค จำกัด,990.00,0,,
DA,Board,DA0402,"ไม้ HMR18mm-เมลามีน MKW1169-06 2หน้า 1200x2400mm (4""x8"")",,เอ็มเค วู้ดเทค จำกัด,1110.00,0,,
DA,Board,DA0403,"ไม้อัด ไวท์โอ๊ค-PW4mm-ผิว WhiteOak 1200x2800mm. (4""x9"")",24050 Shabu Baru @ The Circle ทำประตู 5 แผ่น ลูกค้าฝาก 2 แผ่น,,,0,,
DA,Board,DA0404,"ไม้ HMR18mm-เมลามีน MKW101-09 1หน้า 1200x2400 (4""x8"")",DJ24052 พ. ลานนา Renovation (ลานนา 3 ชั้น 1),เอ็มเค วู้ดเทค จำกัด,870.00,0,,
DA,Board,DA0405,"ไม้ HMR9mm-เมลามีน MKW3258-09 1หน้า 1200x2400mm (4""x8"")",DJ24052 พ. ลานนา Renovation (ลานนา 3 ชั้น 1),เอ็มเค วู้ดเทค จำกัด,730.00,0,,
DA,Board,DA0406,"ไม้ HMR15mm-เมลามีน MKW1169-02 1หน้า 1200x2400 (4""x8"")",DJ24052 พ. ลานนา Renovation (ลานนา 3 ชั้น 1),เอ็มเค วู้ดเทค จำกัด,860.00,0,,
DA,Board,DA0407,"ไม้ HMR15mm-เมลามีน MKW1169-02 2หน้า 1200x2400 (4""x8"")",DJ24052 พ. ลานนา Renovation (ลานนา 3 ชั้น 1 ,เอ็มเค วู้ดเทค จำกัด,890.00,0,,
DB,Edge Banding,DB0001,ปิดขอบ 0.5mm-PVC 89-11175 - 0.5x10x200mm,สีพื้น(TGS-010K) ขาว,บริษัท 9889 (ประเทศไทย) จำกัด,4.00,0,,
DB,Edge Banding,DB0002,ปิดขอบ 0.5mm-PVC 89-11175 - 0.5x15x200mm,สีพื้น(TGS-010K) ขาว,บริษัท 9889 (ประเทศไทย) จำกัด,4.00,0,,
DB,Edge Banding,DB0003,ปิดขอบ 0.5mm-PVC 89-11175 - 0.5x18x200mm,สีพื้น(TGS-010K) ขาว,บริษัท 9889 (ประเทศไทย) จำกัด,4.00,0,,
DB,Edge Banding,DB0004,ปิดขอบ 0.5mm-PVC 89-11175 - 0.5x22x200mm,สีพื้น(TGS-010K) ขาว,บริษัท 9889 (ประเทศไทย) จำกัด,5.00,0,,
DB,Edge Banding,DB0005,ปิดขอบ 0.5mm-PVC 89-11175 - 0.5x27x200mm,สีพื้น(TGS-010K) ขาว,บริษัท 9889 (ประเทศไทย) จำกัด,6.00,0,,
DB,Edge Banding,DB0006,ปิดขอบ 0.5mm-PVC 89-11175 - 0.5x43x200mm,สีพื้น(TGS-010K) ขาว,บริษัท 9889 (ประเทศไทย) จำกัด,26.00,0,,
DB,Edge Banding,DB0007,ปิดขอบ 0.5mm-PVC 89-11175 - 0.5x60x200mm,สีพื้น(TGS-010K) ขาว,บริษัท 9889 (ประเทศไทย) จำกัด,16.00,0,,
DB,Edge Banding,DB0008,ปิดขอบ 1mm-PVC 89-11175 - 1x15x200mm,สีพื้น(TGS-010K) ขาว,บริษัท 9889 (ประเทศไทย) จำกัด,,0,,
DB,Edge Banding,DB0009,ปิดขอบ 1mm-PVC 89-11175 - 1x22x200mm,สีพื้น(TGS-010K) ขาว,บริษัท 9889 (ประเทศไทย) จำกัด,7.50,0,,
DB,Edge Banding,DB0010,ปิดขอบ 1mm-PVC 89-11175 - 1x23x200mm,สีพื้น(TGS-010K) ขาว,บริษัท 9889 (ประเทศไทย) จำกัด,,0,,
